fold,users_eval,Hit@1,Hit@3,NDCG@3,NDCG@5
0,204,0.4950980392156863,0.946078431372549,0.7506254788196349,0.7774278598512677
1,202,0.4801980198019802,0.9653465346534653,0.7674958069130227,0.7824202420937838
2,190,0.4105263157894737,0.9368421052631579,0.7152970303000373,0.742497655020462
3,230,0.5173913043478261,0.9521739130434783,0.7715127710091259,0.7955547123418435
4,213,0.460093896713615,0.9624413145539906,0.7530946464616852,0.7729895611673421
